SNo,District Code,Block Code,FTO No.,Financial Institution,Signatory Date,No of Transaction,Amount(In Rs.),No of Transaction Processed,Amount(In Rs.),No of Transaction Rejected,Amount(In Rs.),Total Processed Amount(In Rs.),No of Invalid Account
15482,212,212025,AP0212025_090123FTO_345414,Bank,09-01-2023,1,1028,1,1028,0,0,1028,0
15483,212,212025,AP0212025_090123FTO_345416,Bank,09-01-2023,1,4626,2,2827,1,1799,2827,0
15484,212,212025,AP0212025_090123FTO_345417,Bank,09-01-2023,1,980,1,980,0,0,980,0
15485,212,212025,AP0212025_090123FTO_345418,Bank,09-01-2023,1,1960,2,1960,0,0,1960,0
15486,212,212025,AP0212025_090123FTO_345419,Bank,09-01-2023,1,5044,4,5044,0,0,5044,0
15487,212,212025,AP0212025_090123FTO_345420,Bank,09-01-2023,1,7710,4,6168,1,1542,6168,0
15488,212,212025,AP0212025_090123FTO_345422,Bank,09-01-2023,1,4112,4,4112,0,0,4112,0
15489,212,212002,AP0212002_090123FTO_345529,Bank,10-01-2023,1,117596,136,116735,1,861,116735,0
15490,212,212021,AP0212021_090123APB_FTO_345531,Bank,10-01-2023,1,26818,16,25617,1,1201,25617,0
15491,212,212002,AP0212002_090123APB_FTO_345536,Bank,10-01-2023,1,81017,96,81017,0,0,81017,0
15492,212,212007,AP0212007_090123FTO_345599,Bank,09-01-2023,1,252302,265,249324,3,2978,249324,0
15493,212,212007,AP0212007_090123APB_FTO_345600,Bank,09-01-2023,1,125039,136,125039,0,0,125039,0
15494,212,212011,AP0212011_090123FTO_345629,Bank,09-01-2023,1,28013,20,28013,0,0,28013,0
15495,212,212011,AP0212011_090123APB_FTO_345643,Bank,09-01-2023,1,10280,7,10280,0,0,10280,0
15496,212,212008,AP0212008_100123FTO_345748,Bank,10-01-2023,1,728780,772,715042,14,13738,715042,0
15497,212,212008,AP0212008_100123FTO_345757,Bank,10-01-2023,1,33141,45,33141,0,0,33141,0
15498,212,212008,AP0212008_100123APB_FTO_345760,Bank,10-01-2023,1,338289,375,338289,0,0,338289,0
15499,212,212008,AP0212008_100123FTO_345761,Bank To Cooperative,10-01-2023,1,1113,0,0,0,0,0,0
15500,212,212010,AP0212010_100123FTO_345785,Bank,10-01-2023,1,90005,165,89495,1,510,89495,0
15501,212,212010,AP0212010_100123APB_FTO_345786,Bank,10-01-2023,1,101977,128,101977,0,0,101977,0
15502,212,212008,AP0212008_100123FTO_345792,Bank,10-01-2023,1,119893,131,117804,2,2089,117804,0
15503,212,212008,AP0212008_100123APB_FTO_345793,Bank,10-01-2023,1,14265,18,14265,0,0,14265,0
15504,212,212008,AP0212008_100123FTO_345801,Bank,10-01-2023,1,1400,2,1400,0,0,1400,0
15505,212,212019,AP0212019_100123FTO_345818,Bank,19-01-2023,1,95569,109,90309,5,5260,90309,0
15506,212,212019,AP0212019_100123APB_FTO_345820,Bank,19-01-2023,1,131090,121,129172,2,1918,129172,0
15507,212,212029,AP0212029_100123FTO_345875,Bank,10-01-2023,1,44216,34,44216,0,0,44216,0
15508,212,212029,AP0212029_100123APB_FTO_345889,Bank,10-01-2023,1,21273,16,21273,0,0,21273,0
15509,212,212008,AP0212008_100123FTO_345968,Bank,10-01-2023,1,17449,16,17449,0,0,17449,0
15510,212,212008,AP0212008_100123APB_FTO_345969,Bank,10-01-2023,1,13695,14,13695,0,0,13695,0
15511,212,212034,AP0212034_100123FTO_345986,Bank,10-01-2023,1,6475,7,6475,0,0,6475,0
15512,212,212034,AP0212034_100123APB_FTO_345988,Bank,10-01-2023,1,11710,13,11710,0,0,11710,0
15513,212,212017,AP0212017_100123FTO_346153,Bank,10-01-2023,1,57943,66,56956,1,987,56956,0
15514,212,212002,AP0212002_100123APB_FTO_346162,Bank,10-01-2023,1,10018,19,10018,0,0,10018,0
15515,212,212021,AP0212021_100123APB_FTO_346164,Bank,10-01-2023,1,52455,52,51769,1,686,51769,0
15516,212,212002,AP0212002_100123FTO_346174,Bank,10-01-2023,1,21568,33,21054,1,514,21054,0
15517,212,212017,AP0212017_100123APB_FTO_346179,Bank,10-01-2023,1,35652,52,35652,0,0,35652,0
15518,212,212032,AP0212032_100123APB_FTO_346202,Bank,10-01-2023,1,3598,4,3598,0,0,3598,0
15519,212,212032,AP0212032_100123FTO_346207,Bank,10-01-2023,1,4082,6,4082,0,0,4082,0
15520,212,212003,AP0212003_100123FTO_346209,Bank,10-01-2023,1,72051,79,72051,0,0,72051,0
15521,212,212003,AP0212003_100123APB_FTO_346212,Bank,10-01-2023,1,97946,83,97946,0,0,97946,0
15522,212,212020,AP0212020_100123FTO_346230,Bank,10-01-2023,1,297154,350,292185,7,4969,292185,0
15523,212,212020,AP0212020_100123APB_FTO_346237,Bank,10-01-2023,1,162066,188,160738,2,1328,160738,0
15524,212,212032,AP0212032_100123FTO_346247,Bank,10-01-2023,1,4854,2,3312,1,1542,3312,0
15525,212,212024,AP0212024_100123FTO_346267,Bank,10-01-2023,1,123792,122,111218,12,12574,111218,0
15526,212,212022,AP0212022_100123FTO_346271,Bank,10-01-2023,1,150927,154,149072,2,1855,149072,0
15527,212,212013,AP0212013_100123APB_FTO_346272,Bank,10-01-2023,1,152235,128,152235,0,0,152235,0
15528,212,212022,AP0212022_100123APB_FTO_346278,Bank,10-01-2023,1,158658,140,156807,2,1851,156807,0
15529,212,212024,AP0212024_100123APB_FTO_346283,Bank,10-01-2023,1,83548,97,82728,1,820,82728,0
15530,212,212007,AP0212007_100123FTO_346289,Bank,10-01-2023,1,38719,47,38719,0,0,38719,0
15531,212,212020,AP0212020_100123FTO_346290,Bank,10-01-2023,1,19745,18,19745,0,0,19745,0
15532,212,212007,AP0212007_100123APB_FTO_346292,Bank,10-01-2023,1,13220,19,13220,0,0,13220,0
15533,212,212020,AP0212020_100123APB_FTO_346293,Bank,10-01-2023,1,8909,8,8909,0,0,8909,0
15534,212,212016,AP0212016_100123FTO_346349,Bank,10-01-2023,1,84794,59,83509,1,1285,83509,0
15535,212,212016,AP0212016_100123APB_FTO_346353,Bank,10-01-2023,1,97129,66,97129,0,0,97129,0
15536,212,212012,AP0212012_100123APB_FTO_346398,Bank,10-01-2023,1,101627,115,101627,0,0,101627,0
15537,212,212012,AP0212012_100123APB_FTO_346404,Bank,10-01-2023,1,35588,37,35588,0,0,35588,0
15538,212,212003,AP0212003_100123FTO_346428,Bank,11-01-2023,1,8939,7,8939,0,0,8939,0
15539,212,212013,AP0212013_100123FTO_346430,Bank,11-01-2023,1,170730,140,170232,1,498,170232,0
15540,212,212004,AP0212004_100123FTO_346431,Bank,11-01-2023,1,139846,125,134296,4,5550,134296,0
15541,212,212003,AP0212003_100123APB_FTO_346433,Bank,11-01-2023,1,25901,19,25901,0,0,25901,0
15542,212,212018,AP0212018_100123FTO_346436,Bank,10-01-2023,1,76140,95,75022,1,1118,75022,0
15543,212,212004,AP0212004_100123APB_FTO_346438,Bank,11-01-2023,1,108482,91,108482,0,0,108482,0
15544,212,212004,AP0212004_100123FTO_346440,Bank To Cooperative,11-01-2023,1,4985,0,0,0,0,0,0
15545,212,212028,AP0212028_100123FTO_346446,Bank,11-01-2023,1,7840,6,7840,0,0,7840,0
15546,212,212028,AP0212028_100123APB_FTO_346459,Bank,11-01-2023,1,11850,10,11850,0,0,11850,0
15547,212,212018,AP0212018_100123APB_FTO_346460,Bank,10-01-2023,1,35516,41,35516,0,0,35516,0
15548,212,212012,AP0212012_100123FTO_346475,Bank,10-01-2023,1,160146,209,159027,2,1119,159027,0
15549,212,212008,AP0212008_100123FTO_346507,Bank,10-01-2023,1,7511,13,7511,0,0,7511,0
15550,212,212026,AP0212026_100123FTO_346509,Bank,10-01-2023,1,17780,19,16278,2,1502,16278,0
15551,212,212008,AP0212008_100123APB_FTO_346510,Bank,10-01-2023,1,8323,14,8323,0,0,8323,0
15552,212,212026,AP0212026_100123APB_FTO_346513,Bank,10-01-2023,1,19029,27,19029,0,0,19029,0
15553,212,212009,AP0212009_100123FTO_346516,Bank,10-01-2023,1,191976,275,189767,3,2209,189767,0
15554,212,212009,AP0212009_100123APB_FTO_346523,Bank,10-01-2023,1,125994,187,125994,0,0,125994,0
15555,212,212009,AP0212009_100123FTO_346535,Bank,10-01-2023,1,13956,35,13811,1,145,13811,0
15556,212,212009,AP0212009_100123APB_FTO_346540,Bank,10-01-2023,1,7245,20,7245,0,0,7245,0
15557,212,212009,AP0212009_100123FTO_346541,Bank,10-01-2023,1,3020,6,3020,0,0,3020,0
15558,212,212027,AP0212027_100123FTO_346554,Bank,10-01-2023,1,130565,146,128601,2,1964,128601,0
15559,212,212027,AP0212027_100123APB_FTO_346609,Bank,10-01-2023,1,80055,85,78770,1,1285,78770,0
15560,212,212007,AP0212007_100123FTO_346754,Bank,10-01-2023,1,771,1,771,0,0,771,0
15561,212,212025,AP0212025_100123FTO_346757,Bank,10-01-2023,1,15677,7,12336,2,3341,12336,0
15562,212,212025,AP0212025_100123APB_FTO_346761,Bank,10-01-2023,1,41072,26,41072,0,0,41072,0
15563,212,212014,AP0212014_100123FTO_346814,Bank,10-01-2023,1,137549,128,135347,2,2202,135347,0
15564,212,212014,AP0212014_100123FTO_346817,Bank,10-01-2023,1,156534,136,156534,0,0,156534,0
15565,212,212014,AP0212014_100123APB_FTO_346820,Bank,10-01-2023,1,158001,127,158001,0,0,158001,0
15566,212,212028,AP0212028_100123FTO_346907,Bank,11-01-2023,1,2880,3,2880,0,0,2880,0
15567,212,212028,AP0212028_100123FTO_346909,Bank,11-01-2023,1,490,1,490,0,0,490,0
15568,212,212015,AP0212015_100123APB_FTO_346911,Bank,11-01-2023,1,126701,102,126701,0,0,126701,0
15569,212,212015,AP0212015_100123FTO_346912,Bank,11-01-2023,1,151523,115,145098,5,6425,145098,0
15570,212,212005,AP0212005_110123FTO_346969,Bank,11-01-2023,1,69450,88,69450,0,0,69450,0
15571,212,212005,AP0212005_110123APB_FTO_346971,Bank,11-01-2023,1,52956,67,52956,0,0,52956,0
15572,212,212020,AP0212020_110123FTO_347023,Bank,11-01-2023,1,600,1,600,0,0,600,0
15573,212,212020,AP0212020_110123FTO_347025,Bank,11-01-2023,1,18117,15,11822,6,6295,11822,0
15574,212,212028,AP0212028_110123APB_FTO_347049,Bank,11-01-2023,1,7045,7,7045,0,0,7045,0
15575,212,212017,AP0212017_110123APB_FTO_347065,Bank,12-01-2023,1,5909,3,5909,0,0,5909,0
15576,212,212004,AP0212004_110123APB_FTO_347081,Bank,11-01-2023,1,121646,96,121646,0,0,121646,0
15577,212,212004,AP0212004_110123FTO_347082,Bank,11-01-2023,1,27793,28,27793,0,0,27793,0
15578,212,212004,AP0212004_110123FTO_347083,Bank To Cooperative,11-01-2023,1,792,0,0,0,0,0,0
15579,212,212004,AP0212004_110123FTO_347102,Bank,11-01-2023,1,38046,25,37197,1,849,37197,0
15580,212,212029,AP0212029_110123FTO_347138,Bank,11-01-2023,1,65772,48,63352,2,2420,63352,0
15581,212,212029,AP0212029_110123APB_FTO_347140,Bank,11-01-2023,1,41558,32,41558,0,0,41558,0
15582,212,212029,AP0212029_110123FTO_347146,Bank,11-01-2023,1,6905,7,6905,0,0,6905,0
15583,212,212013,AP0212013_110123APB_FTO_347200,Bank,11-01-2023,1,121612,75,121612,0,0,121612,0
15584,212,212013,AP0212013_110123FTO_347203,Bank,11-01-2023,1,11822,6,10023,1,1799,10023,0
15585,212,212032,AP0212032_110123APB_FTO_347261,Bank,11-01-2023,1,23667,19,22125,1,1542,22125,0
15586,212,212032,AP0212032_110123FTO_347275,Bank,11-01-2023,1,8685,3,6939,2,1746,6939,0
15587,212,212012,AP0212012_110123FTO_347347,Bank,11-01-2023,1,27008,42,24659,5,2349,24659,0
15588,212,212028,AP0212028_110123FTO_347364,Bank,11-01-2023,1,735,1,735,0,0,735,0
15589,212,212028,AP0212028_110123APB_FTO_347368,Bank,11-01-2023,1,81477,63,81477,0,0,81477,0
15590,212,212028,AP0212028_110123FTO_347371,Bank,11-01-2023,1,7882,7,7882,0,0,7882,0
15591,212,212029,AP0212029_110123APB_FTO_347376,Bank,11-01-2023,1,3598,3,3598,0,0,3598,0
15592,212,212010,AP0212010_110123FTO_347394,Bank,11-01-2023,1,21400,29,21400,0,0,21400,0
15593,212,212010,AP0212010_110123APB_FTO_347398,Bank,11-01-2023,1,37102,41,37102,0,0,37102,0
15594,212,212008,AP0212008_110123FTO_347468,Bank,11-01-2023,1,5712,6,5712,0,0,5712,0
15595,212,212008,AP0212008_110123APB_FTO_347476,Bank,11-01-2023,1,85400,112,85400,0,0,85400,0
15596,212,212015,AP0212015_110123FTO_347495,Bank,11-01-2023,1,3084,2,3084,0,0,3084,0
15597,212,212025,AP0212025_110123APB_FTO_347519,Bank,11-01-2023,1,4112,3,4112,0,0,4112,0
15598,212,212026,AP0212026_110123APB_FTO_347598,Bank,11-01-2023,1,514,1,514,0,0,514,0
15599,212,212026,AP0212026_110123FTO_347615,Bank,11-01-2023,1,99362,64,70345,25,29017,70345,0
15600,212,212009,AP0212009_110123FTO_347677,Bank,11-01-2023,1,1395,5,1395,0,0,1395,0
15601,212,212009,AP0212009_110123APB_FTO_347680,Bank,11-01-2023,1,25220,96,25220,0,0,25220,0
15602,212,212014,AP0212014_110123APB_FTO_347736,Bank,11-01-2023,1,62792,46,62792,0,0,62792,0
15603,212,212008,AP0212008_110123FTO_347846,Bank,17-01-2023,1,17370,20,16130,2,1240,16130,0
15604,212,212011,AP0212011_110123FTO_347848,Bank,11-01-2023,1,44651,52,44651,0,0,44651,0
15605,212,212011,AP0212011_110123APB_FTO_347849,Bank,11-01-2023,1,22056,23,22056,0,0,22056,0
15606,212,212011,AP0212011_110123FTO_347850,Bank,11-01-2023,1,3110,3,3110,0,0,3110,0
15607,212,212011,AP0212011_110123APB_FTO_347851,Bank,11-01-2023,1,71593,64,71593,0,0,71593,0
15608,212,212003,AP0212003_120123FTO_348097,Bank,12-01-2023,1,1066,4,1066,0,0,1066,0
15609,212,212003,AP0212003_120123APB_FTO_348100,Bank,12-01-2023,1,21364,20,21364,0,0,21364,0
15610,212,212024,AP0212024_120123APB_FTO_348133,Bank,12-01-2023,1,6168,4,6168,0,0,6168,0
15611,212,212024,AP0212024_120123FTO_348135,Bank,12-01-2023,1,6500,7,2645,4,3855,2645,0
15612,212,212032,AP0212032_120123FTO_348174,Bank,12-01-2023,1,1470,2,1470,0,0,1470,0
15613,212,212032,AP0212032_120123APB_FTO_348179,Bank,12-01-2023,1,42880,42,42010,1,870,42010,0
15614,212,212028,AP0212028_120123APB_FTO_348180,Bank,12-01-2023,1,19110,13,19110,0,0,19110,0
15615,212,212032,AP0212032_120123FTO_348193,Bank,12-01-2023,1,5368,3,5368,0,0,5368,0
15616,212,212013,AP0212013_120123FTO_348207,Bank,12-01-2023,1,1799,1,1799,0,0,1799,0
15617,212,212013,AP0212013_120123APB_FTO_348213,Bank,12-01-2023,1,80283,49,80283,0,0,80283,0
15618,212,212010,AP0212010_120123FTO_348252,Bank,12-01-2023,1,1205,2,1205,0,0,1205,0
15619,212,212010,AP0212010_120123APB_FTO_348262,Bank,12-01-2023,1,7472,17,7472,0,0,7472,0
15620,212,212007,AP0212007_120123FTO_348296,Bank,12-01-2023,1,4541,4,4541,0,0,4541,0
15621,212,212007,AP0212007_120123APB_FTO_348311,Bank,12-01-2023,1,104708,143,104708,0,0,104708,0
15622,212,212028,AP0212028_120123FTO_348337,Bank,12-01-2023,1,9260,9,9260,0,0,9260,0
15623,212,212012,AP0212012_120123APB_FTO_348363,Bank,13-01-2023,1,4340,13,4340,0,0,4340,0
15624,212,212010,AP0212010_120123FTO_348381,Bank,12-01-2023,1,23051,22,16316,6,6735,16316,0
15625,212,212010,AP0212010_120123APB_FTO_348392,Bank,12-01-2023,1,1500,1,1500,0,0,1500,0
15626,212,212026,AP0212026_120123FTO_348488,Bank,12-01-2023,1,2313,1,2313,0,0,2313,0
15627,212,212026,AP0212026_120123APB_FTO_348492,Bank,12-01-2023,1,11051,5,11051,0,0,11051,0
15628,212,212023,AP0212023_120123APB_FTO_348543,Bank,12-01-2023,1,48326,38,45837,2,2489,45837,0
15629,212,212023,AP0212023_120123APB_FTO_348548,Bank,12-01-2023,1,47789,42,47789,0,0,47789,0
15630,212,212016,AP0212016_120123FTO_348549,Bank,12-01-2023,1,5140,3,5140,0,0,5140,0
15631,212,212023,AP0212023_120123APB_FTO_348551,Bank,12-01-2023,1,58375,54,57046,1,1329,57046,0
15632,212,212016,AP0212016_120123APB_FTO_348555,Bank,12-01-2023,1,39196,35,39196,0,0,39196,0
15633,212,212018,AP0212018_120123FTO_348694,Bank,12-01-2023,1,5699,9,5699,0,0,5699,0
15634,212,212018,AP0212018_120123APB_FTO_348698,Bank,12-01-2023,1,221920,334,221920,0,0,221920,0
15635,212,212006,AP0212006_120123FTO_348785,Bank,12-01-2023,1,9868,19,9868,0,0,9868,0
15636,212,212006,AP0212006_120123APB_FTO_348787,Bank,12-01-2023,1,70008,140,70008,0,0,70008,0
15637,212,212011,AP0212011_120123FTO_348802,Bank,12-01-2023,1,3084,2,3084,0,0,3084,0
15638,212,212011,AP0212011_120123APB_FTO_348804,Bank,12-01-2023,1,10070,7,10070,0,0,10070,0
15639,212,212022,AP0212022_130123FTO_348842,Bank,13-01-2023,1,1542,1,1542,0,0,1542,0
15640,212,212022,AP0212022_130123APB_FTO_348848,Bank,13-01-2023,1,25920,19,25920,0,0,25920,0
15641,212,212022,AP0212022_130123FTO_348849,Bank,13-01-2023,1,32431,22,24748,8,7683,24748,0
15642,212,212034,AP0212034_130123FTO_348854,Bank,13-01-2023,1,11565,9,11565,0,0,11565,0
15643,212,212034,AP0212034_130123APB_FTO_348855,Bank,13-01-2023,1,27840,22,27840,0,0,27840,0
15644,212,212029,AP0212029_130123FTO_348861,Bank,13-01-2023,1,45818,38,45818,0,0,45818,0
15645,212,212029,AP0212029_130123APB_FTO_348994,Bank,13-01-2023,1,8272,7,8272,0,0,8272,0
15646,212,212032,AP0212032_130123FTO_349110,Bank,13-01-2023,1,17993,10,13109,3,4884,13109,0
15647,212,212021,AP0212021_130123APB_FTO_349169,Bank,13-01-2023,1,34122,33,34122,0,0,34122,0
15648,212,212014,AP0212014_130123FTO_349190,Bank,13-01-2023,1,2454,3,2454,0,0,2454,0
15649,212,212014,AP0212014_130123FTO_349194,Bank,13-01-2023,1,29977,33,29977,0,0,29977,0
15650,212,212003,AP0212003_130123APB_FTO_349197,Bank,13-01-2023,1,1799,1,1799,0,0,1799,0
15651,212,212014,AP0212014_130123APB_FTO_349204,Bank,13-01-2023,1,66365,63,66365,0,0,66365,0
15652,212,212028,AP0212028_130123FTO_349225,Bank,17-01-2023,1,1354,1,1354,0,0,1354,0
15653,212,212021,AP0212021_130123FTO_349251,Bank,13-01-2023,1,79749,18,22637,40,57112,22637,0
15654,212,212024,AP0212024_130123FTO_349309,Bank,13-01-2023,1,1320,2,1320,0,0,1320,0
15655,212,212024,AP0212024_130123APB_FTO_349313,Bank,13-01-2023,1,39008,58,38348,1,660,38348,0
15656,212,212024,AP0212024_130123FTO_349316,Bank To Cooperative,13-01-2023,1,2605,0,0,0,0,0,0
15657,212,212021,AP0212021_130123FTO_349354,Bank,13-01-2023,1,21074,0,0,17,21074,0,0
15658,212,212016,AP0212016_130123FTO_349432,Bank,17-01-2023,1,1799,2,1799,0,0,1799,0
15659,212,212016,AP0212016_130123APB_FTO_349433,Bank,17-01-2023,1,14133,9,14133,0,0,14133,0
15660,212,212026,AP0212026_130123FTO_349467,Bank,13-01-2023,1,3598,2,3598,0,0,3598,0
15661,212,212026,AP0212026_130123APB_FTO_349473,Bank,13-01-2023,1,29298,18,29298,0,0,29298,0
15662,212,212007,AP0212007_130123FTO_349644,Bank,13-01-2023,1,771,0,0,1,771,0,0
15663,212,212007,AP0212007_130123FTO_349647,Bank,13-01-2023,1,1335,1,1335,0,0,1335,0
15664,212,212007,AP0212007_130123APB_FTO_349648,Bank,13-01-2023,1,17854,13,16519,1,1335,16519,0
15665,212,212007,AP0212007_130123FTO_349653,Bank,13-01-2023,1,1742,1,998,1,744,998,0
15666,212,212025,AP0212025_130123FTO_349744,Bank,13-01-2023,1,18506,17,18506,0,0,18506,0
15667,212,212025,AP0212025_130123APB_FTO_349755,Bank,13-01-2023,1,323696,319,323696,0,0,323696,0
15668,212,212025,AP0212025_130123FTO_349758,Bank To Cooperative,13-01-2023,1,1204,0,0,0,0,0,0
15669,212,212008,AP0212008_130123FTO_349815,Bank,17-01-2023,1,2056,2,2056,0,0,2056,0
15670,212,212008,AP0212008_130123FTO_349818,Bank,17-01-2023,1,2940,3,2940,0,0,2940,0
15671,212,212001,AP0212001_140123FTO_350086,Bank,14-01-2023,1,2031,3,2031,0,0,2031,0
15672,212,212001,AP0212001_140123APB_FTO_350087,Bank,14-01-2023,1,235907,354,235283,1,624,235283,0
15673,212,212026,AP0212026_150123FTO_350162,Bank,15-01-2023,1,15492,14,15492,0,0,15492,0
15674,212,212026,AP0212026_150123APB_FTO_350163,Bank,15-01-2023,1,254252,256,253252,1,1000,253252,0
15675,212,212028,AP0212028_150123APB_FTO_350177,Bank,17-01-2023,1,8376,8,8376,0,0,8376,0
15676,212,212027,AP0212027_160123FTO_350215,Bank,16-01-2023,1,7258,6,7258,0,0,7258,0
15677,212,212027,AP0212027_160123APB_FTO_350216,Bank,16-01-2023,1,120290,118,120290,0,0,120290,0
15678,212,212007,AP0212007_160123FTO_350222,Bank,16-01-2023,1,5615,8,5615,0,0,5615,0
15679,212,212007,AP0212007_160123APB_FTO_350223,Bank,16-01-2023,1,108204,140,108204,0,0,108204,0
15680,212,212025,AP0212025_160123FTO_350260,Bank,16-01-2023,1,10794,3,10794,0,0,10794,0
15681,212,212025,AP0212025_160123APB_FTO_350261,Bank,16-01-2023,1,120694,41,120694,0,0,120694,0
15682,212,212026,AP0212026_160123FTO_350297,Bank,16-01-2023,1,20637,20,20381,1,256,20381,0
15683,212,212026,AP0212026_160123APB_FTO_350298,Bank,16-01-2023,1,126378,126,126378,0,0,126378,0
15684,212,212034,AP0212034_170123FTO_350324,Bank,17-01-2023,1,514,2,514,0,0,514,0
15685,212,212034,AP0212034_170123APB_FTO_350325,Bank,17-01-2023,1,2056,8,2056,0,0,2056,0
15686,212,212021,AP0212021_170123APB_FTO_350337,Bank,17-01-2023,1,22128,25,22128,0,0,22128,0
15687,212,212001,AP0212001_170123APB_FTO_350354,Bank,17-01-2023,1,37128,62,37128,0,0,37128,0
15688,212,212029,AP0212029_170123FTO_350476,Bank,17-01-2023,1,6148,2,6148,0,0,6148,0
15689,212,212029,AP0212029_170123APB_FTO_350477,Bank,17-01-2023,1,183608,100,183608,0,0,183608,0
15690,212,212029,AP0212029_170123FTO_350486,Bank,17-01-2023,1,4445,0,0,3,4445,0,0
15691,212,212019,AP0212019_170123FTO_350563,Bank,19-01-2023,1,55477,67,54478,1,999,54478,0
15692,212,212019,AP0212019_170123APB_FTO_350569,Bank,19-01-2023,1,344004,357,344004,0,0,344004,0
15693,212,212029,AP0212029_170123FTO_350571,Bank,17-01-2023,1,7670,8,7670,0,0,7670,0
15694,212,212029,AP0212029_170123APB_FTO_350575,Bank,17-01-2023,1,114533,122,114533,0,0,114533,0
15695,212,212034,AP0212034_170123FTO_350607,Bank,17-01-2023,1,2570,0,0,2,2570,0,0
15696,212,212024,AP0212024_170123FTO_350610,Bank,17-01-2023,1,14507,12,11423,2,3084,11423,0
15697,212,212034,AP0212034_170123APB_FTO_350611,Bank,17-01-2023,1,76453,75,76453,0,0,76453,0
15698,212,212016,AP0212016_170123FTO_350629,Bank,17-01-2023,1,10280,6,10280,0,0,10280,0
15699,212,212024,AP0212024_170123APB_FTO_350630,Bank,17-01-2023,1,310332,377,307610,3,2722,307610,0
15700,212,212016,AP0212016_170123APB_FTO_350631,Bank,17-01-2023,1,154133,99,154133,0,0,154133,0
15701,212,212028,AP0212028_170123FTO_350635,Bank,17-01-2023,1,962,2,962,0,0,962,0
15702,212,212024,AP0212024_170123FTO_350640,Bank,17-01-2023,1,5182,5,5182,0,0,5182,0
15703,212,212028,AP0212028_170123APB_FTO_350649,Bank,17-01-2023,1,96623,177,96623,0,0,96623,0
15704,212,212002,AP0212002_170123APB_FTO_350692,Bank,17-01-2023,1,132913,237,132704,1,209,132704,0
15705,212,212002,AP0212002_170123FTO_350696,Bank,17-01-2023,1,14824,18,13898,1,926,13898,0
15706,212,212014,AP0212014_170123APB_FTO_350701,Bank,17-01-2023,1,332608,211,330520,3,2088,330520,0
15707,212,212014,AP0212014_170123FTO_350712,Bank,17-01-2023,1,16390,10,16390,0,0,16390,0
15708,212,212026,AP0212026_170123FTO_350773,Bank,17-01-2023,1,28431,14,28431,0,0,28431,0
15709,212,212026,AP0212026_170123APB_FTO_350785,Bank,17-01-2023,1,227707,122,227707,0,0,227707,0
15710,212,212008,AP0212008_170123FTO_350855,Bank,17-01-2023,1,20140,23,19890,1,250,19890,0
15711,212,212028,AP0212028_170123FTO_350858,Bank,17-01-2023,1,1804,2,1804,0,0,1804,0
15712,212,212028,AP0212028_170123APB_FTO_350868,Bank,17-01-2023,1,100581,119,100581,0,0,100581,0
15713,212,212008,AP0212008_170123APB_FTO_350898,Bank,17-01-2023,1,532658,688,532658,0,0,532658,0
15714,212,212027,AP0212027_170123APB_FTO_350916,Bank,17-01-2023,1,2940,3,2940,0,0,2940,0
15715,212,212032,AP0212032_170123FTO_350924,Bank,17-01-2023,1,38766,27,37675,1,1091,37675,0
15716,212,212005,AP0212005_170123FTO_350930,Bank To Cooperative,17-01-2023,1,1542,0,0,0,0,0,0
